timestamp,fecha_hora,archivo_csv,muestras_solicitadas,muestras_extraidas,total_lineas,tiempo_total_seg,tiempo_total_min,tiempo_lectura_ca,tiempo_lectura_zh,tiempo_creacion_csv,linea_min,linea_max,eficiencia_pct,seed_usado,lineas_previas_en_record,lineas_nuevas_añadidas,metodo_usado
1752583113.185661,2025-07-15 14:38:33,muestra_traducciones_10000.csv,10000,9826,96000000,6.5,0.11,2.05,4.02,0.19,5395,95994066,98.3,,0,9826,indice
1752586194.821081,2025-07-15 15:29:54,muestra_traducciones_10000.csv,10000,9779,96000000,8.35,0.14,2.44,5.53,0.16,2427,95993193,97.8,,9826,9779,indice
1752588623.672794,2025-07-15 16:10:23,muestra_traducciones_10000.csv,10000,9826,96000000,5.26,0.09,1.9,2.91,0.18,11463,95989726,98.3,,19605,9826,indice
1752591247.437352,2025-07-15 16:54:07,muestra_traducciones_10000.csv,10000,9835,96000000,5.01,0.08,1.92,2.74,0.11,1353,95989552,98.4,,29431,9835,indice
1752598359.803366,2025-07-15 18:52:39,muestra_traducciones_10000.csv,10000,9826,96000000,3.34,0.06,1.44,1.54,0.15,3292,95995012,98.3,,39266,9826,indice
1752598384.804502,2025-07-15 18:53:04,muestra_traducciones_10000.csv,10000,9801,96000000,3.32,0.06,1.44,1.51,0.16,18091,95995347,98.0,,49092,9801,indice
1752598408.561931,2025-07-15 18:53:28,muestra_traducciones_10000.csv,10000,9791,96000000,4.06,0.07,1.49,2.18,0.15,5747,95995655,97.9,,58893,9791,indice
1752600610.210444,2025-07-15 19:30:10,muestra_traducciones_10000.csv,10000,9838,96000000,3.4,0.06,1.34,1.67,0.15,2443,95976728,98.4,,68684,9838,indice
1752602777.166987,2025-07-15 20:06:17,muestra_traducciones_10000.csv,10000,9814,96000000,2.66,0.04,1.29,1.26,0.02,588,95990228,98.1,,78522,9814,indice
1752605042.518944,2025-07-15 20:44:02,muestra_traducciones_10000.csv,10000,9815,96000000,2.92,0.05,1.29,1.31,0.05,9308,95997864,98.2,,88336,9815,indice
1752607656.051986,2025-07-15 21:27:36,muestra_traducciones_10000.csv,10000,9820,96000000,2.98,0.05,1.24,1.31,0.15,2391,95997599,98.2,,98151,9820,indice
1752609980.140445,2025-07-15 22:06:20,muestra_traducciones_10000.csv,10000,9804,96000000,2.46,0.04,1.17,1.16,0.02,1506,95996976,98.0,,107971,9804,indice
1752612402.175642,2025-07-15 22:46:42,muestra_traducciones_10000.csv,10000,9808,96000000,2.41,0.04,1.15,1.11,0.02,28171,95999960,98.1,,117775,9808,indice
1752615531.026249,2025-07-15 23:38:51,muestra_traducciones_10000.csv,10000,9825,96000000,3.78,0.06,1.39,1.94,0.16,9029,95998233,98.2,,127583,9825,indice
1752618457.266385,2025-07-16 00:27:37,muestra_traducciones_10000.csv,10000,9808,96000000,3.56,0.06,1.31,1.77,0.17,17190,95992999,98.1,,137408,9808,indice
1752621326.260948,2025-07-16 01:15:26,muestra_traducciones_10000.csv,10000,9832,96000000,3.5,0.06,1.31,1.69,0.18,17249,95983627,98.3,,147216,9832,indice
1752624087.938284,2025-07-16 02:01:27,muestra_traducciones_10000.csv,10000,9830,96000000,3.18,0.05,1.24,1.47,0.16,23880,95992170,98.3,,157048,9830,indice
1752627019.098895,2025-07-16 02:50:19,muestra_traducciones_10000.csv,10000,9813,96000000,3.24,0.05,1.24,1.52,0.16,3727,95986965,98.1,,166878,9813,indice
1752629873.373876,2025-07-16 03:37:53,muestra_traducciones_10000.csv,10000,9821,96000000,3.49,0.06,1.27,1.73,0.15,4733,95991391,98.2,,176691,9821,indice
1752632360.866278,2025-07-16 04:19:20,muestra_traducciones_10000.csv,10000,9802,96000000,3.0,0.05,1.21,1.28,0.17,4925,95992374,98.0,,186512,9802,indice
1752635238.164394,2025-07-16 05:07:18,muestra_traducciones_10000.csv,10000,9815,96000000,3.21,0.05,1.19,1.54,0.15,2529,95996875,98.2,,196314,9815,indice
1752638184.719624,2025-07-16 05:56:24,muestra_traducciones_10000.csv,10000,9807,96000000,3.7,0.06,1.3,1.93,0.12,823,95997071,98.1,,206129,9807,indice
1752641473.645296,2025-07-16 06:51:13,muestra_traducciones_10000.csv,10000,9827,96000000,3.58,0.06,1.25,1.8,0.17,1276,95996143,98.3,,215936,9827,indice
1752644479.049903,2025-07-16 07:41:19,muestra_traducciones_10000.csv,10000,9803,96000000,3.96,0.07,1.32,2.13,0.17,4280,95996899,98.0,,225763,9803,indice
1752648565.216279,2025-07-16 08:49:25,muestra_traducciones_10000.csv,10000,9806,96000000,13.55,0.23,6.0,5.82,0.29,1595,95998702,98.1,,235566,9806,indice
1752651518.647069,2025-07-16 09:38:38,muestra_traducciones_10000.csv,10000,9797,96000000,4.73,0.08,2.05,2.43,0.05,20061,95998980,98.0,,245372,9797,indice
1752654490.456593,2025-07-16 10:28:10,muestra_traducciones_10000.csv,10000,9832,96000000,6.99,0.12,1.82,4.61,0.17,13724,95996024,98.3,,255169,9832,indice
1752658012.382501,2025-07-16 11:26:52,muestra_traducciones_10000.csv,10000,9800,96000000,5.26,0.09,1.55,3.18,0.15,1874,95984995,98.0,,265001,9800,indice
1752661700.442004,2025-07-16 12:28:20,muestra_traducciones_10000.csv,10000,9803,96000000,6.07,0.1,1.52,3.99,0.16,18739,95994510,98.0,,274801,9803,indice
1752665056.609781,2025-07-16 13:24:16,muestra_traducciones_10000.csv,10000,9799,96000000,5.33,0.09,1.44,3.27,0.21,13050,95998275,98.0,,284604,9799,indice
1752668494.441669,2025-07-16 14:21:34,muestra_traducciones_10000.csv,10000,9795,96000000,5.21,0.09,1.4,3.22,0.19,244,95980176,98.0,,294403,9795,indice
1752671826.506871,2025-07-16 15:17:06,muestra_traducciones_10000.csv,10000,9814,96000000,5.18,0.09,1.38,3.23,0.16,8415,95994224,98.1,,304198,9814,indice
1752674108.562674,2025-07-16 15:55:08,muestra_traducciones_10000.csv,10000,9810,96000000,4.42,0.07,1.38,2.42,0.18,9332,95994320,98.1,,314012,9810,indice
1752674161.024505,2025-07-16 15:56:01,muestra_traducciones_10000.csv,10000,9829,96000000,4.32,0.07,1.3,2.42,0.17,557,95995516,98.3,,323822,9829,indice
1752675994.990074,2025-07-16 16:26:34,muestra_traducciones_10000.csv,10000,9802,96000000,6.35,0.11,1.3,4.41,0.2,13671,95991595,98.0,,333651,9802,indice
1752677975.539609,2025-07-16 16:59:35,muestra_traducciones_10000.csv,10000,9798,96000000,4.98,0.08,1.25,3.12,0.15,1325,95990133,98.0,,343453,9798,indice
1752679913.403944,2025-07-16 17:31:53,muestra_traducciones_10000.csv,10000,9777,96000000,4.87,0.08,1.35,2.89,0.17,8045,95985036,97.8,,353251,9777,indice
1752681890.261781,2025-07-16 18:04:50,muestra_traducciones_10000.csv,10000,9820,96000000,5.6,0.09,1.24,3.74,0.15,5558,95993176,98.2,,363028,9820,indice
1752683985.832998,2025-07-16 18:39:45,muestra_traducciones_10000.csv,10000,9815,96000000,10.03,0.17,3.96,5.42,0.15,23520,95965361,98.2,,372848,9815,indice
1752685135.633791,2025-07-16 18:58:55,muestra_traducciones_10000.csv,10000,9800,96000000,4.04,0.07,1.14,2.24,0.19,2458,95999343,98.0,,382663,9800,indice
1752687045.85361,2025-07-16 19:30:45,muestra_traducciones_10000.csv,10000,9821,96000000,4.32,0.07,1.11,2.55,0.17,1008,95995877,98.2,,392463,9821,indice
1752688962.09176,2025-07-16 20:02:42,muestra_traducciones_10000.csv,10000,9792,96000000,6.49,0.11,1.2,4.61,0.17,5266,95997839,97.9,,402284,9792,indice
1752689350.54857,2025-07-16 20:09:10,muestra_traducciones_10000.csv,10000,9799,96000000,5.32,0.09,1.22,3.42,0.16,18858,95984155,98.0,,412076,9799,indice
1752691008.806211,2025-07-16 20:36:48,muestra_traducciones_10000.csv,10000,9820,96000000,4.05,0.07,1.1,2.3,0.14,7572,95999325,98.2,,421875,9820,indice
1752691508.599397,2025-07-16 20:45:08,muestra_traducciones_10000.csv,10000,9816,96000000,4.88,0.08,1.0,3.14,0.22,5240,95997971,98.2,,431695,9816,indice
1752692002.123904,2025-07-16 20:53:22,muestra_traducciones_10000.csv,10000,9815,96000000,4.3,0.07,1.05,2.57,0.15,730,95987461,98.2,,441511,9815,indice
1752692492.678555,2025-07-16 21:01:32,muestra_traducciones_10000.csv,10000,9796,96000000,3.93,0.07,1.04,2.19,0.16,391,95999378,98.0,,451326,9796,indice
1752692997.788325,2025-07-16 21:09:57,muestra_traducciones_10000.csv,10000,9822,96000000,4.04,0.07,1.01,2.34,0.16,4037,95996080,98.2,,461122,9822,indice
1752693505.396855,2025-07-16 21:18:25,muestra_traducciones_10000.csv,10000,9788,96000000,5.39,0.09,1.4,3.26,0.15,548,95995196,97.9,,470944,9788,indice
1752694015.096934,2025-07-16 21:26:55,muestra_traducciones_10000.csv,10000,9814,96000000,4.16,0.07,0.97,2.43,0.24,499,95999611,98.1,,480732,9814,indice
1752694522.195631,2025-07-16 21:35:22,muestra_traducciones_10000.csv,10000,9783,96000000,5.22,0.09,1.38,3.12,0.13,3593,95986140,97.8,,490546,9783,indice
1752695036.921141,2025-07-16 21:43:56,muestra_traducciones_10000.csv,10000,9795,96000000,4.97,0.08,1.09,3.12,0.19,5734,95978459,98.0,,500329,9795,indice
1752695558.422345,2025-07-16 21:52:38,muestra_traducciones_10000.csv,10000,9820,96000000,4.4,0.07,1.04,2.61,0.18,4517,95979819,98.2,,510124,9820,indice
1752696091.05366,2025-07-16 22:01:31,muestra_traducciones_10000.csv,10000,9792,96000000,4.11,0.07,0.93,2.44,0.12,387,95989897,97.9,,519944,9792,indice
1752696614.1262,2025-07-16 22:10:14,muestra_traducciones_10000.csv,10000,9802,96000000,5.06,0.08,1.18,3.08,0.2,17774,95980244,98.0,,529736,9802,indice
1752697141.306583,2025-07-16 22:19:01,muestra_traducciones_10000.csv,10000,9810,96000000,4.2,0.07,1.07,2.4,0.13,10824,95990459,98.1,,539538,9810,indice
1752697677.525143,2025-07-16 22:27:57,muestra_traducciones_10000.csv,10000,9803,96000000,4.34,0.07,1.24,2.27,0.2,13769,95996473,98.0,,549348,9803,indice
1752698208.405918,2025-07-16 22:36:48,muestra_traducciones_10000.csv,10000,9808,96000000,4.2,0.07,1.11,2.35,0.14,21574,95985501,98.1,,559151,9808,indice
1752698748.418484,2025-07-16 22:45:48,muestra_traducciones_10000.csv,10000,9813,96000000,4.24,0.07,1.25,2.22,0.17,15622,95976119,98.1,,568959,9813,indice
1752699291.369058,2025-07-16 22:54:51,muestra_traducciones_10000.csv,10000,9806,96000000,4.24,0.07,1.12,2.33,0.17,17892,95981344,98.1,,578772,9806,indice
1752699837.81708,2025-07-16 23:03:57,muestra_traducciones_10000.csv,10000,9795,96000000,4.57,0.08,1.33,2.42,0.18,18960,95973745,98.0,,588578,9795,indice
1752700383.917505,2025-07-16 23:13:03,muestra_traducciones_10000.csv,10000,9823,96000000,4.62,0.08,1.43,2.3,0.23,9640,95993473,98.2,,598373,9823,indice
1752700942.172352,2025-07-16 23:22:22,muestra_traducciones_10000.csv,10000,9832,96000000,4.72,0.08,1.43,2.45,0.18,16532,95994370,98.3,,608196,9832,indice
1752701495.566992,2025-07-16 23:31:35,muestra_traducciones_10000.csv,10000,9805,96000000,4.26,0.07,1.31,2.16,0.14,36901,95998054,98.0,,618028,9805,indice
1752702059.122046,2025-07-16 23:40:59,muestra_traducciones_10000.csv,10000,9801,96000000,4.72,0.08,1.45,2.46,0.16,6976,95999969,98.0,,627833,9801,indice
1752702628.342477,2025-07-16 23:50:28,muestra_traducciones_10000.csv,10000,9810,96000000,4.84,0.08,1.63,2.41,0.12,2125,95993443,98.1,,637634,9810,indice
1752703205.839185,2025-07-17 00:00:05,muestra_traducciones_10000.csv,10000,9815,96000000,5.3,0.09,1.8,2.58,0.25,6234,95997600,98.2,,647444,9815,indice
1752703768.460436,2025-07-17 00:09:28,muestra_traducciones_10000.csv,10000,9808,96000000,4.85,0.08,1.71,2.3,0.13,774,95994340,98.1,,657259,9808,indice
1752704340.189913,2025-07-17 00:19:00,muestra_traducciones_10000.csv,10000,9803,96000000,4.69,0.08,1.71,2.19,0.11,2146,95998501,98.0,,667067,9803,indice
1752704917.597593,2025-07-17 00:28:37,muestra_traducciones_10000.csv,10000,9827,96000000,4.91,0.08,1.93,2.16,0.1,13507,95999216,98.3,,676870,9827,indice
1752705499.359755,2025-07-17 00:38:19,muestra_traducciones_10000.csv,10000,9818,96000000,5.65,0.09,1.84,2.94,0.16,3976,95997596,98.2,,686697,9818,indice
1752706078.493773,2025-07-17 00:47:58,muestra_traducciones_10000.csv,10000,9807,96000000,5.88,0.1,2.57,2.35,0.24,1864,95972099,98.1,,696515,9807,indice
1752706657.865755,2025-07-17 00:57:37,muestra_traducciones_10000.csv,10000,9797,96000000,5.13,0.09,1.98,2.29,0.12,6170,95989299,98.0,,706322,9797,indice
1752707238.876619,2025-07-17 01:07:18,muestra_traducciones_10000.csv,10000,9820,96000000,6.0,0.1,2.66,2.12,0.21,41718,95995191,98.2,,716119,9820,indice
1752707824.902526,2025-07-17 01:17:04,muestra_traducciones_10000.csv,10000,9804,96000000,5.06,0.08,2.19,1.92,0.17,3406,95991801,98.0,,725939,9804,indice
1752708419.400456,2025-07-17 01:26:59,muestra_traducciones_10000.csv,10000,9831,96000000,5.57,0.09,2.15,2.43,0.16,3095,95957327,98.3,,735743,9831,indice
1752709014.852863,2025-07-17 01:36:54,muestra_traducciones_10000.csv,10000,9796,96000000,5.13,0.09,2.02,2.01,0.23,5766,95973546,98.0,,745574,9796,indice
1752709624.455598,2025-07-17 01:47:04,muestra_traducciones_10000.csv,10000,9829,96000000,5.62,0.09,2.16,2.18,0.16,2741,95996554,98.3,,755370,9829,indice
1752710229.570464,2025-07-17 01:57:09,muestra_traducciones_10000.csv,10000,9813,96000000,5.67,0.09,2.21,2.23,0.24,6362,95992885,98.1,,765199,9813,indice
1752710832.606755,2025-07-17 02:07:12,muestra_traducciones_10000.csv,10000,9815,96000000,6.64,0.11,2.18,2.59,0.15,17917,95997624,98.2,,775012,9815,indice
1752711446.07619,2025-07-17 02:17:26,muestra_traducciones_10000.csv,10000,9805,96000000,7.07,0.12,2.36,2.29,0.17,2817,95993543,98.0,,784827,9805,indice
1752712120.10538,2025-07-17 02:28:40,muestra_traducciones_10000.csv,10000,9829,96000000,6.22,0.1,2.12,2.4,0.08,4498,95990589,98.3,,794632,9829,indice
1752712751.469395,2025-07-17 02:39:11,muestra_traducciones_10000.csv,10000,9792,96000000,7.26,0.12,2.2,2.06,0.14,1207,95994137,97.9,,804461,9792,indice
1752713364.026608,2025-07-17 02:49:24,muestra_traducciones_10000.csv,10000,9806,96000000,6.92,0.12,1.98,2.25,0.27,8242,95989826,98.1,,814253,9806,indice
1752713987.907286,2025-07-17 02:59:47,muestra_traducciones_10000.csv,10000,9813,96000000,7.62,0.13,2.17,1.94,0.1,11001,95990942,98.1,,824059,9813,indice
1752714618.655619,2025-07-17 03:10:18,muestra_traducciones_10000.csv,10000,9792,96000000,7.47,0.12,2.28,2.19,0.16,16465,95996514,97.9,,833872,9792,indice
1752715260.807829,2025-07-17 03:21:00,muestra_traducciones_10000.csv,10000,9810,96000000,7.61,0.13,2.17,2.01,0.19,11161,95990382,98.1,,843664,9810,indice
1752715906.541264,2025-07-17 03:31:46,muestra_traducciones_10000.csv,10000,9819,96000000,7.43,0.12,1.98,2.22,0.15,11125,95986330,98.2,,853474,9819,indice
1752716547.426806,2025-07-17 03:42:27,muestra_traducciones_10000.csv,10000,9820,96000000,8.22,0.14,2.32,2.28,0.24,1561,95999347,98.2,,863293,9820,indice
1752717185.398963,2025-07-17 03:53:05,muestra_traducciones_10000.csv,10000,9797,96000000,7.99,0.13,2.06,2.07,0.13,1468,95991637,98.0,,873113,9797,indice
1752717835.279068,2025-07-17 04:03:55,muestra_traducciones_10000.csv,10000,9816,96000000,7.94,0.13,2.03,2.04,0.15,431,95976695,98.2,,882910,9816,indice
1752718483.426565,2025-07-17 04:14:43,muestra_traducciones_10000.csv,10000,9808,96000000,8.43,0.14,2.23,2.27,0.16,23821,95961824,98.1,,892726,9808,indice
1752719204.105927,2025-07-17 04:26:44,muestra_traducciones_10000.csv,10000,9815,96000000,8.24,0.14,2.27,1.89,0.17,4283,95994076,98.2,,902534,9815,indice
1752719858.739485,2025-07-17 04:37:38,muestra_traducciones_10000.csv,10000,9789,96000000,8.01,0.13,1.9,1.93,0.28,6350,95998737,97.9,,912349,9789,indice
1752720519.408698,2025-07-17 04:48:39,muestra_traducciones_10000.csv,10000,9801,96000000,8.04,0.13,1.88,1.97,0.17,9890,95995372,98.0,,922138,9801,indice
1752721176.460877,2025-07-17 04:59:36,muestra_traducciones_10000.csv,10000,9796,96000000,8.02,0.13,2.0,1.93,0.27,5456,95997684,98.0,,931939,9796,indice
1752721829.806134,2025-07-17 05:10:29,muestra_traducciones_10000.csv,10000,9805,96000000,8.0,0.13,2.04,1.99,0.12,6435,95997494,98.0,,941735,9805,indice
1752722500.169711,2025-07-17 05:21:40,muestra_traducciones_10000.csv,10000,9811,96000000,8.13,0.14,2.07,1.9,0.16,27121,95956949,98.1,,951540,9811,indice
1752723175.400272,2025-07-17 05:32:55,muestra_traducciones_10000.csv,10000,9815,96000000,9.53,0.16,3.02,2.12,0.28,21069,95995936,98.2,,961351,9815,indice
1752723845.061796,2025-07-17 05:44:05,muestra_traducciones_10000.csv,10000,9807,96000000,8.06,0.13,1.86,2.06,0.1,6313,95999268,98.1,,971166,9807,indice
1752724520.88067,2025-07-17 05:55:20,muestra_traducciones_10000.csv,10000,9817,96000000,8.29,0.14,2.0,1.94,0.29,5100,95999237,98.2,,980973,9817,indice
1752725207.560845,2025-07-17 06:06:47,muestra_traducciones_10000.csv,10000,9800,96000000,8.88,0.15,1.78,2.77,0.16,3951,95963081,98.0,,990790,9800,indice
1752725881.883609,2025-07-17 06:18:01,muestra_traducciones_10000.csv,10000,9821,96000000,8.87,0.15,2.11,2.49,0.11,30850,95999672,98.2,,1000590,9821,indice
1752726584.036107,2025-07-17 06:29:44,muestra_traducciones_10000.csv,10000,9800,96000000,8.45,0.14,1.98,2.17,0.17,5707,95993632,98.0,,1010411,9800,indice
1752727270.813747,2025-07-17 06:41:10,muestra_traducciones_10000.csv,10000,9811,96000000,9.27,0.15,1.92,2.97,0.16,9828,95971016,98.1,,1020211,9811,indice
1752727961.614178,2025-07-17 06:52:41,muestra_traducciones_10000.csv,10000,9818,96000000,9.05,0.15,2.19,2.37,0.28,5598,95991897,98.2,,1030022,9818,indice
1752728650.530484,2025-07-17 07:04:10,muestra_traducciones_10000.csv,10000,9818,96000000,8.46,0.14,1.85,2.15,0.17,12140,95990938,98.2,,1039840,9818,indice
1752729342.867845,2025-07-17 07:15:42,muestra_traducciones_10000.csv,10000,9794,96000000,7.9,0.13,1.78,1.73,0.15,4156,95993348,97.9,,1049658,9794,indice
1752730039.794356,2025-07-17 07:27:19,muestra_traducciones_10000.csv,10000,9816,96000000,8.43,0.14,1.87,2.08,0.15,5904,95994899,98.2,,1059452,9816,indice
1752730739.312304,2025-07-17 07:38:59,muestra_traducciones_10000.csv,10000,9822,96000000,8.31,0.14,1.87,1.87,0.15,9301,95994019,98.2,,1069268,9822,indice
1752731444.639217,2025-07-17 07:50:44,muestra_traducciones_10000.csv,10000,9811,96000000,8.5,0.14,1.84,1.96,0.28,2258,95990454,98.1,,1079090,9811,indice
1752732150.485471,2025-07-17 08:02:30,muestra_traducciones_10000.csv,10000,9779,96000000,8.59,0.14,2.14,1.7,0.16,20096,95990928,97.8,,1088901,9779,indice
1752732866.860692,2025-07-17 08:14:26,muestra_traducciones_10000.csv,10000,9809,96000000,8.77,0.15,2.03,2.04,0.16,3343,95993862,98.1,,1098680,9809,indice
1752733592.872619,2025-07-17 08:26:32,muestra_traducciones_10000.csv,10000,9795,96000000,8.69,0.14,1.92,2.04,0.15,3165,95978263,98.0,,1108489,9795,indice
1752734310.960249,2025-07-17 08:38:30,muestra_traducciones_10000.csv,10000,9817,96000000,8.4,0.14,1.88,1.82,0.13,371,95996590,98.2,,1118284,9817,indice
1752735036.281046,2025-07-17 08:50:36,muestra_traducciones_10000.csv,10000,9802,96000000,8.91,0.15,2.1,2.0,0.25,12425,95998115,98.0,,1128101,9802,indice
1752735769.778442,2025-07-17 09:02:49,muestra_traducciones_10000.csv,10000,9815,96000000,8.91,0.15,2.19,1.94,0.12,4125,95993774,98.2,,1137903,9815,indice
1752735816.087445,2025-07-17 09:03:36,muestra_traducciones_10000.csv,10000,9832,96000000,8.39,0.14,1.9,1.6,0.32,16026,95994747,98.3,,1147718,9832,indice
1752735865.644427,2025-07-17 09:04:25,muestra_traducciones_10000.csv,10000,9817,96000000,8.54,0.14,1.56,2.28,0.09,9113,95994633,98.2,,1157550,9817,indice
1752735913.594306,2025-07-17 09:05:13,muestra_traducciones_10000.csv,10000,9813,96000000,8.45,0.14,1.65,1.9,0.16,12,95996100,98.1,,1167367,9813,indice
1752735961.716441,2025-07-17 09:06:01,muestra_traducciones_10000.csv,10000,9795,96000000,8.07,0.13,1.55,1.56,0.27,16245,95998464,98.0,,1177180,9795,indice
1752736009.268352,2025-07-17 09:06:49,muestra_traducciones_10000.csv,10000,9827,96000000,7.93,0.13,1.48,1.57,0.09,1552,95998863,98.3,,1186975,9827,indice
1752736058.059204,2025-07-17 09:07:38,muestra_traducciones_10000.csv,10000,9799,96000000,8.09,0.13,1.52,1.51,0.25,23532,95998547,98.0,,1196802,9799,indice
1752736105.703447,2025-07-17 09:08:25,muestra_traducciones_10000.csv,10000,9823,96000000,8.03,0.13,1.59,1.54,0.12,13191,95998942,98.2,,1206601,9823,indice
1752736156.033058,2025-07-17 09:09:16,muestra_traducciones_10000.csv,10000,9816,96000000,8.3,0.14,1.82,1.58,0.14,12342,95998256,98.2,,1216424,9816,indice
1752736204.710537,2025-07-17 09:10:04,muestra_traducciones_10000.csv,10000,9811,96000000,8.22,0.14,1.52,1.75,0.12,117,95996579,98.1,,1226240,9811,indice
1752736253.888515,2025-07-17 09:10:53,muestra_traducciones_10000.csv,10000,9827,96000000,8.82,0.15,2.24,1.7,0.1,36096,95977052,98.3,,1236051,9827,indice
1752736303.965694,2025-07-17 09:11:43,muestra_traducciones_10000.csv,10000,9792,96000000,8.31,0.14,1.54,1.52,0.22,7154,95994399,97.9,,1245878,9792,indice
1752736352.741026,2025-07-17 09:12:32,muestra_traducciones_10000.csv,10000,9795,96000000,7.9,0.13,1.5,1.41,0.09,5346,95986115,98.0,,1255670,9795,indice
1752736403.272832,2025-07-17 09:13:23,muestra_traducciones_10000.csv,10000,9803,96000000,8.09,0.13,1.54,1.48,0.08,26648,95996548,98.0,,1265465,9803,indice
1752736452.72777,2025-07-17 09:14:12,muestra_traducciones_10000.csv,10000,9803,96000000,8.35,0.14,1.62,1.5,0.14,4680,95990227,98.0,,1275268,9803,indice
1752750422.95314,2025-07-17 13:07:02,muestra_traducciones_10000.csv,10000,9804,96000000,13.92,0.23,3.9,4.35,0.16,10029,95991080,98.0,,1285071,9804,indice
1752760154.788876,2025-07-17 15:49:14,muestra_traducciones_10000.csv,10000,9822,96000000,6.62,0.11,2.52,2.43,0.1,16651,95983692,98.2,,1294875,9822,indice
1752760874.960343,2025-07-17 16:01:14,muestra_traducciones_10000.csv,10000,9813,96000000,14.3,0.24,4.1,4.6,0.16,7587,95994906,98.1,,1304697,9813,indice
1752761659.354529,2025-07-17 16:14:19,muestra_traducciones_10000.csv,10000,9827,96000000,13.55,0.23,3.83,4.21,0.17,16257,95980382,98.3,,1314510,9827,indice
1752762406.916871,2025-07-17 16:26:46,muestra_traducciones_10000.csv,10000,9816,96000000,15.05,0.25,4.72,4.81,0.16,6021,95964163,98.2,,1324337,9816,indice
1752763146.124731,2025-07-17 16:39:06,muestra_traducciones_10000.csv,10000,9797,96000000,13.54,0.23,4.1,3.88,0.14,1654,95988880,98.0,,1334153,9797,indice
1752763888.695572,2025-07-17 16:51:28,muestra_traducciones_10000.csv,10000,9786,96000000,12.21,0.2,3.45,3.05,0.29,8987,95995759,97.9,,1343950,9786,indice
1752764642.267736,2025-07-17 17:04:02,muestra_traducciones_10000.csv,10000,9824,96000000,12.39,0.21,3.39,3.54,0.12,10202,95987823,98.2,,1353736,9824,indice
1752765400.952877,2025-07-17 17:16:40,muestra_traducciones_10000.csv,10000,9811,96000000,12.43,0.21,3.02,3.57,0.32,16141,95992467,98.1,,1363560,9811,indice
1752766161.069506,2025-07-17 17:29:21,muestra_traducciones_10000.csv,10000,9809,96000000,12.3,0.21,3.32,3.24,0.16,31,95984013,98.1,,1373371,9809,indice
1752766927.633772,2025-07-17 17:42:07,muestra_traducciones_10000.csv,10000,9796,96000000,12.11,0.2,3.14,3.19,0.16,30000,95998741,98.0,,1383180,9796,indice
1752767694.008206,2025-07-17 17:54:54,muestra_traducciones_10000.csv,10000,9785,96000000,15.04,0.25,3.58,5.37,0.36,4712,95999475,97.9,,1392976,9785,indice
1752768459.406364,2025-07-17 18:07:39,muestra_traducciones_10000.csv,10000,9804,96000000,11.4,0.19,2.67,2.65,0.14,655,95997749,98.0,,1402761,9804,indice
1752769230.625681,2025-07-17 18:20:30,muestra_traducciones_10000.csv,10000,9812,96000000,11.99,0.2,2.93,2.79,0.34,5293,95990967,98.1,,1412565,9812,indice
1752769999.996888,2025-07-17 18:33:19,muestra_traducciones_10000.csv,10000,9808,96000000,12.63,0.21,3.27,3.25,0.16,15013,95993408,98.1,,1422377,9808,indice
1752770819.073941,2025-07-17 18:46:59,muestra_traducciones_10000.csv,10000,9811,96000000,11.04,0.18,2.57,2.43,0.13,19900,95991834,98.1,,1432185,9811,indice
1752771728.179283,2025-07-17 19:02:08,muestra_traducciones_10000.csv,10000,9817,96000000,18.45,0.31,5.94,6.39,0.15,5378,95972957,98.2,,1441996,9817,indice
1752771797.118966,2025-07-17 19:03:17,muestra_traducciones_10000.csv,10000,9805,96000000,17.68,0.29,5.4,6.19,0.16,1062,95995655,98.0,,1451813,9805,indice
1752771866.142805,2025-07-17 19:04:26,muestra_traducciones_10000.csv,10000,9798,96000000,17.38,0.29,5.24,5.92,0.28,18141,95987606,98.0,,1461618,9798,indice
1752771934.883829,2025-07-17 19:05:34,muestra_traducciones_10000.csv,10000,9809,96000000,17.87,0.3,5.61,6.05,0.2,17063,95991154,98.1,,1471416,9809,indice
1752772726.003236,2025-07-17 19:18:46,muestra_traducciones_10000.csv,10000,9797,96000000,12.14,0.2,2.84,2.94,0.16,1718,95999216,98.0,,1481225,9797,indice
1752773516.445365,2025-07-17 19:31:56,muestra_traducciones_10000.csv,10000,9794,96000000,11.35,0.19,2.57,2.56,0.1,7103,95995422,97.9,,1491022,9794,indice
1752774307.780782,2025-07-17 19:45:07,muestra_traducciones_10000.csv,10000,9792,96000000,11.16,0.19,2.29,2.38,0.17,7591,95993913,97.9,,1500816,9792,indice
1752775110.100429,2025-07-17 19:58:30,muestra_traducciones_10000.csv,10000,9809,96000000,11.72,0.2,2.6,2.64,0.36,2522,95976130,98.1,,1510608,9809,indice
1752775913.414834,2025-07-17 20:11:53,muestra_traducciones_10000.csv,10000,9814,96000000,11.96,0.2,2.42,3.15,0.16,13259,95991926,98.1,,1520417,9814,indice
1752776706.698533,2025-07-17 20:25:06,muestra_traducciones_10000.csv,10000,9807,96000000,12.52,0.21,3.03,2.98,0.15,8775,95995635,98.1,,1530231,9807,indice
1752777510.473325,2025-07-17 20:38:30,muestra_traducciones_10000.csv,10000,9814,96000000,13.64,0.23,3.46,3.71,0.15,5716,95980553,98.1,,1540038,9814,indice
